reviews_name,reviews_text,reviews_reviewer,reviews_date,reviews_stars
Picture camera quality poor.,"Picture quality poor not price worthy.
Few heavy ram using apps hangs.
Microphone is not good.",Pradeep Lakhlan,16 November 2018,2.0 out of 5 stars
The best purchase,It's just incredible one of the best phone,sandeep,11 November 2018,5.0 out of 5 stars
Pre booking ear phones not received,Awesome it is but I haven't received new ear phones even though I did pre booking,Tripthi,13 November 2018,5.0 out of 5 stars
Go go go 4 it,"Phone is amazing,,battery life z good one,littile bit heavier phon,ovr ol quite good experience",Ankit kumar,5 November 2018,4.0 out of 5 stars
One plus 6t khrab phn h,"Bhut hi ghtiya phn milte hi speaker khrab ho gya ,cash back nhi diya,ab rate bhi down kr diye,battery km chlti h",narender,25 November 2018,1.0 out of 5 stars
Loved this phone.,"Best premium phone in Market.
However camera can be more improved.
Else everything is fine",Anuj Agrawal,22 November 2018,5.0 out of 5 stars
Superbbb Excellent 😍😍,"Superb mobile...good speed...screen touch Camera is good...
Battery life is good
Must buy this product",IBRAHIM LOKHANDWALA,18 November 2018,5.0 out of 5 stars
Best phone,One of the best phone,Harsh Raj,13 November 2018,5.0 out of 5 stars
Awesome,Everything is perfect,Vishakha Chadha,11 November 2018,5.0 out of 5 stars
Good one,Need some more,Amazon Customer,6 November 2018,4.0 out of 5 stars
Super,Super,Amazon Customer,14 November 2018,5.0 out of 5 stars
Performance,Crazy fast and smooth,Shubham,13 November 2018,5.0 out of 5 stars
4,Nice one plus 6t ......bt my some application nt sufficient to this mobile..... I like this one plus 6t,Siddharth kamble,18 November 2018,5.0 out of 5 stars
Amazing pick,"Incredible phone..marvellous design, super speed, amazing features, fingerprint recognition super fast.",SOM PRAKASH,6 November 2018,5.0 out of 5 stars
Awesome speed.... I need,"Awesome... Worth every penny
Blazng fast... First time with oneplus... Hope the realtion continues",Amazon Customer,6 November 2018,5.0 out of 5 stars
Really fast,Awesome phone,Rubin Pradhan,12 November 2018,5.0 out of 5 stars
Excellent OnePlus 6T,"Very fast charging.
Amazing picture quality.
Super smartphone OnePlus 6T....",Arvind,16 November 2018,5.0 out of 5 stars
Best ever Android,Best ever Android,Inder singh,18 November 2018,5.0 out of 5 stars
Ear buds,Prebooked ...but did not receive any coupon for the ear buds ..as mentioned in the offer while purchasing....🤔,Santosh pakalla,20 November 2018,5.0 out of 5 stars
One plus 6 t,One of the worst product with so much coast..can't record video...what is the process of returning this product,Amazon Customer,18 November 2018,1.0 out of 5 stars
Flagship beast.. don't do the math,Beast,Amazon Customer,7 November 2018,5.0 out of 5 stars
Best,It is soo nice phone,Amazon Customer,13 November 2018,5.0 out of 5 stars
Must buy mobile,Value for money...👍,kamal,13 November 2018,5.0 out of 5 stars
Go for it,Nice product,Palak patel,13 November 2018,5.0 out of 5 stars
Best quality as prices,"It good, fast charging",ZOSANGLIANA,17 November 2018,5.0 out of 5 stars
Body is not strong,Back mirror cracked even in pocket,harshal bhatia,25 November 2018,1.0 out of 5 stars
Really great!,Great picture quality but I wasn't provided the earphones. As it requires different earphones. Batter,Laxmi,5 November 2018,5.0 out of 5 stars
Settled,"Worth every penny you spend on it.
Got it on the very first day and still can't get enough of it.",Vipin singh,4 November 2018,5.0 out of 5 stars
Thanks,Nice,Amazon Customer,14 November 2018,5.0 out of 5 stars
Over all phone,Good,Amazon Customer,12 November 2018,4.0 out of 5 stars
One Plus 6T. good buy,Everything is good. But looks heavy in the hand,Ajay,11 November 2018,5.0 out of 5 stars
Go buy now..!!,"Had prebooked it on Amazon and I got it in one day..!!
Excellent must have phone",Pranav Shetty,11 November 2018,5.0 out of 5 stars
Best,Great phone,yashraj,15 November 2018,5.0 out of 5 stars
Money worth,Highly satisfied,M.S Ramesh,16 November 2018,5.0 out of 5 stars
Worth It,Great Smartphone with Awesome features.....👍👌😊,Rohit Dhalkari,5 November 2018,5.0 out of 5 stars
Amazing experience,Amazing screen. Super fast unlock feature. Jus loved the phone. One should surely buy this phone worth buying.,Santosh,20 November 2018,5.0 out of 5 stars
Complete package,"This Mobile is good in terms of speed, picture quality & sound. Overall a good phone with all latest features.",Amitabh Srivastava,19 November 2018,5.0 out of 5 stars
Somewhat satisfied,Good phone....night mode need improvement,ritesh,6 November 2018,4.0 out of 5 stars
You gonna realize the power of speed with this for sure,Awesome Performance,Amazon Customer,14 November 2018,5.0 out of 5 stars
Best mobile,Best phone. I am using IPhone also. But it is the 1st phone to beat I phone.,Vikash sinha,23 November 2018,5.0 out of 5 stars
Paheli baar use kiya one plus ka cell faadu hai le lo,"Ekdam accha phone hai,first time I purchase this cell",Ramesh bera,12 November 2018,5.0 out of 5 stars
Never Settle,"Amazing Phone from OnePlus and also Amazon
Can't explain about this phone
Really It's great for me",Amit Baral,16 November 2018,5.0 out of 5 stars
Unlock The Speed,"Superstar *
Picture quality is too good
Night mood awesome 👌🏼
Battery performance very good.",Aamir sharif,16 November 2018,5.0 out of 5 stars
👌👌👌👌👌,My favourite phone,Yashvant Singh,13 November 2018,5.0 out of 5 stars
Value for money,Best phone,Amazon Customer,15 November 2018,5.0 out of 5 stars
Awesome,Go for it,Amazon Customer,29 November 2018,5.0 out of 5 stars
Need good quality scratch guard,Scratch guard is not up to the mark.. in 24 hours use I see scratches on the guard.,Amazon Customer,27 November 2018,5.0 out of 5 stars
Best phone,Stereo speakers should be good as there are two speakers grill. Overall best phone.,Niraj,11 November 2018,5.0 out of 5 stars
Unlock the speed,"Good battery life, nice camera, fast in-display finger print, easy multi tasking...",hareesh,5 November 2018,4.0 out of 5 stars
Best,Best,Ravi,14 November 2018,5.0 out of 5 stars
Extremely nice phone,It is one of the best phone I have come across. It is excellent in all parameters.,KAMALAKANTA SUNA,9 November 2018,5.0 out of 5 stars
OnePlus6T came with records,Awesome product. Worth to buy it. Worthy of money. Standard picture quality. Overall it is absolutely great.,Rohit,27 November 2018,5.0 out of 5 stars
Not so happy to switch from one plus 5 to 6T,Their is a major problem with Bluetooth connectivity and battery is not as good as it was with my one plus 5,Amazon Customer,17 November 2018,4.0 out of 5 stars
Good phone,"Camera and battery are good, only problem we can not connect charger and earphones together",Amazon Customer,29 November 2018,5.0 out of 5 stars
All the best phone,Best,Diwakar Prasad,8 November 2018,5.0 out of 5 stars
Excellent choice,"All is good, performance is very good,I was waiting for it.",Sachin K.,15 November 2018,5.0 out of 5 stars
overall performance is good,"-only one side of speaker is working
+ camera, Battery, gaming and overall performance is good",PAWAN KUMAR URMALIYA,17 November 2018,2.0 out of 5 stars
Worth it!!,It's a good phone,roopa Halder,14 November 2018,5.0 out of 5 stars
Five Stars,Its crazy fast and premium and looks are beautiful. Dono why poco was doing maths.,Pramod singh,22 November 2018,5.0 out of 5 stars
Awesome phone,Everything is best except that it doesn't not have headphone jack.,Shikha Jasrotia,28 November 2018,5.0 out of 5 stars
Best mobile,Very nice,swathynithin,9 November 2018,5.0 out of 5 stars
Best ever,I'm very happy with 6T. Oneplus phones are the best,chandradeep,23 November 2018,5.0 out of 5 stars
Just Wow,Goosebumps 😂😂 At a higher heights than I expected,saiharsha,16 November 2018,5.0 out of 5 stars
Very Fast,"Great photos, good battery life(full day), extremely fast, sound quality average ( could have been better),",Obaid Gul,16 November 2018,5.0 out of 5 stars
I liked the product very much...,Best mobile available in the market now a days.. Liked it very much... Its better than s8 and s9..,Arun kumar sc,27 November 2018,5.0 out of 5 stars
battery life,please anyone tell me about your usage of battery life experience cuz my phone performance is poor,Amazon Customer,15 November 2018,3.0 out of 5 stars
A Must Buy Product!!,"Amazing phone, definitely worth a buy!! Also bought this skin from capesindia.com for the phone!!",Jay Sanghavi,6 November 2018,4.0 out of 5 stars
Best ♥️♥️,Best till now ♥️,Navin pujar,12 November 2018,5.0 out of 5 stars
Awesome,One word Awesome,Dharmesh,11 November 2018,5.0 out of 5 stars
Superb,Product is superb but I have not received ear phones from pre order booking,Muralidhar,4 November 2018,5.0 out of 5 stars
Superb,Nice one,Viraj navale,13 November 2018,5.0 out of 5 stars
Gazzzabbbb pic,1 number,Ankit patel,13 November 2018,5.0 out of 5 stars
This is a beast!!!,"In love with this phone, in-display fingerprint sensor works absolutely brilliant.",Rishi,5 November 2018,5.0 out of 5 stars
Moved from iPhone with no regrets,One word.. BEAST,Bharathwaj Rangan,9 November 2018,5.0 out of 5 stars
Best Smartphone out there...,This phone is simply GREAT. No issues with screen unlock works very smoothly. Great specs with good price.,Amazon Customer,17 November 2018,5.0 out of 5 stars
Awesome Mobil,"It's just been a day using this and love it, gotta use to explain in depth",Krishna Sai,7 November 2018,5.0 out of 5 stars
Mic not working,Mic not working,Ronit Anand,15 November 2018,1.0 out of 5 stars
Fentstic...,Super phone....,Lakshmipathikr,13 November 2018,5.0 out of 5 stars
NICE SPEED,LIKE IT,Amazon Customer,13 November 2018,5.0 out of 5 stars
Loving it,Simply brilliant.,Afzal,16 November 2018,5.0 out of 5 stars
Never Settle,Amazing phone but Nightmode is not good. Dash Charger works like miracle,Amazon Customer,6 November 2018,5.0 out of 5 stars
Rock 1 plus6t,fantastic phone,Amazon Customer,9 November 2018,5.0 out of 5 stars
Awesome,Everything is awesome but there is no full screen option in portrait camera mode,Dhanush,15 November 2018,5.0 out of 5 stars
Headphone,Pree booked the one plus 6t but didnt get any mail for the bullet headphone that were free on pre booking,Subhanvasta,26 November 2018,4.0 out of 5 stars
Never Settle to Unlock the Speed,Oneplus 6T is Awesome phone. Upgraded from iPhone 6s plus and I m lovin it. It's worth every penny spent.,Jimmy Kahlon,20 November 2018,5.0 out of 5 stars
Defect in camera,Slow motion camera is not working properly flicking a lot not clear at all may be a some defect in camera,babulal parmar,19 November 2018,2.0 out of 5 stars
GREAT phone with half the price of Iphone XS,"If you compare it from Iphone XS, this is a great option to buy.",ayush khandelwal,5 November 2018,5.0 out of 5 stars
Awesome phone,Safety of phone should be better. Switch on and switch off should be done with password.,rajesh kumar ranjan,17 November 2018,4.0 out of 5 stars
It's Best,#Never_settle🥰,Karthik,6 November 2018,5.0 out of 5 stars
Picture and sound quality can be better,All is good but i think picture quality should be better and sound quality in earphones should be better,sachin goyal,21 November 2018,5.0 out of 5 stars
Worth the Speed.,"Worth the money,worth to the tagline, Unlocked with so many fearures and ovo the SPEED.",Chirag Modi,16 November 2018,5.0 out of 5 stars
#Unlockthespeed indeed!!,Best Flagship mobile at this price and once again One Plus is best choice #NeverSettle,BD,13 November 2018,5.0 out of 5 stars
Never settle,Amazing phone one should not miss.,Amazon Customer,14 November 2018,5.0 out of 5 stars
Good product with battery drain high power,Overall phone is good but battery drains at high speed.,AM,23 November 2018,5.0 out of 5 stars
Beast!!!!,"Honestly an amazing phone!!!!
Well done OnePlus....
And Amazon for the good service!!",Pranav,26 November 2018,5.0 out of 5 stars
Nice Phone,Best Mobile Under 40k,Pawan Lalwani,16 November 2018,5.0 out of 5 stars
Best,Awesome phone,Amazon Customer,11 November 2018,5.0 out of 5 stars
Impressive,"OnePlus 6T.. phone overall is exceptional
But only absence of headphone jack was a draw back",keyur,21 November 2018,5.0 out of 5 stars
Plz change phone battery is not proper,The battery is very bad gets drained in 5 hrs just got on 1 Nov plz change the phone for me immediately,Amazon Customer,16 November 2018,1.0 out of 5 stars
"Awesome phone, mind blowing performance.","Awesome phone, mind blowing performance.",Radhey Tiwari,15 November 2018,5.0 out of 5 stars
